identifier,Qidentifier,hierarcylevel,type,prefLabel,altLabel,translation,description,parent,parentQ,related,relatedQ,source,creator,closeMatch,relatedMatch,seeAlso,example
D2D988,,4,Q2,Trägerbau,,,"Methode, bei der ein individuell an die Form des Objektes angepasstes Gestell erarbeitet wird, in welches das Objekt eingespannt/aufgelegt/befestigt werden kann. Der Träger ist dabei i.d.R. nicht dauerhaft fest mit dem Objekt verbunden. Durch den Unterbau wird das Objekt bestmöglich gestützt und die mechanische Belastung reduziert. ",A31C7C,,,,,Q7|Q8,,,,
GF41DG,,2,Q2,Schutzüberzug,,,Methode zum Schutz der Objektoberfläche vor negativer Einwirkung von außen durch Auftrag eines schützenden Materials,G98FD4,,,,,Q7|Q8,,,,
AF1F5C,,2,Q2,Trocknung,,,Methode zur Entfernung von Feuchtigkeit aus dem Objekt oder von dessen Oberfläche,G98FD4,,,,,Q7|Q8,,,,
C79561,,1,Q2,Restaurierungsmaßnahme,Restaurierungsmethoden|Restaurierung,restoration@en| restoration method@en,"Sammelbegriff für einen aktiven Eingriff an einem stabilen oder stabilisierten Objekt, der darauf abzielen, dessen Verständnis, Wahrnehmung und/oder Wertschätzung, zu verbessern, unter Beachtung dessen ursprünglicher Bedeutung sowie der vorgefundenen oder vermuteten Techniken und Materialien ",CFGDA3,,,,K8,Q7|Q8,http://vocab.getty.edu/page/aat/300053742,https://www.wikidata.org/wiki/Q217102,,
CDD613,,2,Q2,Reinigung,Reinigen,cleaning@en,"Methode zur Entfernung unerwünschter und/oder potenziell schädlicher Materialien von/aus einem Objekt, um dessen optisches Erscheinungsbild und Lesbarkeit zu verbessern. Der Begriff wird in der Regel vor allem als allgemeinerer Begriff für die Entfernung von locker aufliegenden Verschmutzungen, wie Staub- oder Erdanhaftungen, aber auch alten Restaurierungsmaterialien verwendet. Er weist enge Verwandschaft und einen fließenden Übergang zu dem Begriff ""Freilegung"" auf.",C79561,,G814D2,,K8,Q7|Q8,http://vocab.getty.edu/page/aat/300053027,,,
FF8792,,4,Q2,Trockenreinigung,trockene Reinigung,dry cleaning@en,Entfernung ungewollter Substanzen ohne Verwendung von Flüssigkeiten,CDD613,,,,,Q7|Q8,http://vocab.getty.edu/page/aat/300219637,,,
C3733A,,4,Q2,Feuchtreinigung,feuchte Reinigung,wet cleaning@en,Entfernung ungewollter Substanzen von der Objektoberfläche mit Hilfe leicht angefeuchteter Reinigungsmedien. ,CDD613,,,,,Q7|Q8,,,,
A194CF,,4,Q2,Waschung,Nassreinigung|Spülung|Auswaschung| nasse Reinigung,washing@en,"Entfernung ungewollter Substanzen durch Durchfeuchtung/ Durchnässung des Objektes, z.B. durch Abspülen unter laufendem Wasser oder Eintauchen in eine Reinigungsflüssigkeit. ",CDD613,,,,,Q7|Q8,,http://vocab.getty.edu/page/aat/300053042,,
G814D2,,2,Q2,Freilegung,Freilegen,uncovering@en,"Methode zur Entfernung unerwünschter und/oder potenziell schädlicher Materialien von der Oberfläche eines Objektes zur Offenlegung der zuvor verdeckten originalen Objektoberfläche. Der Begriff ""Freilegung"" wird, in Abgrenzung zum Begriff ""Reinigung"", in der Regel hauptsächlich im Bezug auf die Entfernung von Korrosions- oder Sinterauflagerungen verwendet. Der Übergang zwischen den Begriffen muss jedoch als fließend und zum Teil nicht scharf abgrenzbar betrachtet werden.",C79561,,CDD613,,,Q7|Q8,,http://vocab.getty.edu/page/aat/300053027,,
A6A248,,3,Q2,maschinelle Freilegung,,,Freilegung der originalen Objektoberfläche durch Verwendung von Maschinen/ maschinellen Geräten,G814D2,,,,,Q7|Q8,,,,
G3GB59,,3,Q2,manuelle Freilegung,,,Per Hand ausgeführte Freilegung der originalen Oberfläche ohne Verwendung elektrischer Geräte,G814D2,,,,,Q7|Q8,,,,
G8A626,,3,Q2,nasschemische Freilegung,,,Freilegung der originalen Objektoberfläche durch Anwendung von Chemikalien,G814D2,,,,,Q7|Q8,,,,
A13CD1,,2,Q2,Klebung,Kleben|Fügung|Babbe,bonding@en,"Methode des Zusammenfügens von Fragmenten und/oder Materialien durch eine adhäsive und kohäsive Verbindung mit Klebstoff, ohne dass das Objektgefüge wesentlich verändert wird. Um eine stabile Klebung zu erhalten ist eine sorgfältige Oberflächenbehandlung durch Reinigung und Entfettung notwendig.",C79561,,,,,Q7|Q8,,,,
F589G5,,3,Q2,Infiltrationsklebung,,,"Zweischrittige Klebemethode, bei der die einzelnen Fragmente/Teile zunächst temporär miteinander verbunden werden (z.B. durch kleine Klebebandstreifen, Omega-Häkchen, etc.), bis die ursprüngliche Form des Objektes wieder erkennbar ist. Die tatsächliche Klebung erfolgt im zweiten Schritt, durch den gleichzeitigen Auftrag eines dünnflüssigen Klebemittels auf alle Bruchfugen. Aufgrund des Kapillareffekts zwischen den vorfixierten Bruchkanten wird der niedrigviskose Klebstoff in die Bruchfuge gesogen.",A13CD1,,,,,Q7|Q8,,,,
AD143A,,3,Q2,Aufbaumethode,,,"Klebemethode, bei der die einzelnen Fragmente/Teile nacheinander angefügt/geklebt werden und die ursprüngliche Form des Objektes nach und nach wieder aufgebaut wird. Bei Gefäßen wird i.d.R. vom Boden zum Rand aufsteigend gearbeitet. ",A13CD1,,,,,Q7|Q8,,,,
CGC619,,2,Q2,Ergänzung,Ergänzen,filling@en,Methode zur Schließung von Fehlstellen und/oder Vervollständigung fehlender Objektteile durch das Hinzufügen von Material. Wird nach der modernen archäologischen Restaurierungsethik hauptsächlich aus statischen/stabilisierenden Gründen oder zu Rekonstruktion eines vollkommen unkenntlichen Erscheinungsbildes durchgeführt. ,C79561,,,,,Q7|Q8,,,,
GAD222,,3,Q2,Einfügung,,,"Ergänzungsmethode durch separate Herstellung des fehlenden Formteiles eines Objektes und anschließendes Einpassen/Einkleben in die Fehlstelle. Das separate Ausformen der Ergänzung kann durch freies Modellieren, Abnehmen der fehlenden Form an einer anderen Stelle des Objektes oder separate Abformung an einem dem fehlenden Teil ähnlichen Vergleichsobjekt erfolgen.",CGC619,,,,,Q7|Q8,,,,
CBDC4A,,3,Q2,Manschettenergänzung,,,"Ergänzungsmethode, bei der die fehlende Stelle des Objektes mit Hilfe einer, der Form des Objektes entsprechend ausgearbeiteten Manschette hinterlegt oder umschlossen wird. Auf diese Weise kann das Ergänzungsmaterial direkt an das Objekt angegossen und mit wenig Nacharbeit an die benötigte Form der zu ergänzenden Stelle angepasst werden. ",CGC619,,,,,Q7|Q8,,,,
DAA82A,,4,Q2,einseitige Manschettenergänzung,,,"Variante der Manschettenergänzung, bei der die Fehlstelle nur von einer Seite (bei Gefäßen i.d.R. die Innenseite) hinterlegt wird, beispielsweise mit einer dünnen Plastilinplatte. Von der freien Seite aus kann dann das Ergänzungsmaterial aufgetragen werden. Diese Art der Ergänzung wird insbesondere für Keramikgefäße angewandt und verlangt die Verwendung eines Ergänzungsmaterials, welches auch nach dem Aushärten/Abbinden noch gut mechanisch bearbeitet werden kann (z.B. Gips). ",CBDC4A,,,,,Q7|Q8,,,,
D152G6,,4,Q2,beidseitige Manschettenergänzung,,,"Variante der Manschettenergänzung, bei der die Fehlstelle von beiden Seiten (Außen- und Innenseite bei Gefäßen) umschlossen wird. Hierzu werden zwei Manschetten angefertigt, die jeweils die beiden Seiten der Fehlstelle abdecken. Auf diese Weise wird ein der Materialstärke des Objektes entsprechender Holraum erzeugen, der mit einem Ergänzungsmaterial ausgefüllt werden kann. Diese Ergänzungsvariante wird insbesondere für Glasobjekte verwendet. Auch bei der Wahl von Kunstharzen als Ergänzungsmaterial ist diese Variante zu bevorzugen, da Kunstharze nach dem Aushärten nur noch mit relativ großem Aufwand nachbearbeitet werden können.",CBDC4A,,,,,Q7|Q8,,,,
A6F2C7,,3,Q2,Tonkernergänzung,,,"Ergänzungsmethode für Objekte (i.d.R. Keramikgefäße), bei denen nur noch wenige Teile/Scherben erhalten sind. Voraussetzung ist ein durchgehendes Profil oder eine eindeutige Zuordnung des Objektes zu einer standartisierten Gefäßform. Durch die Ermittlung der ursprünglichen Innenform und dem Durchmesser des Gefäßes wird ein Tonkern angefertig, der diesen Maßen entspricht. Darauf werden die vorhandenen Objektteile/Scherben positioniert und die Fehlstellen durch Auftrag des Ergänzungsmaterials (meist Gips) gefüllt. Durch den Tonkern erhält das aufgetragene Ergänzungsmaterial bereits die ermittelte ursprüngliche Innenform des Objektes/Gefäßes, sodass lediglich die Außenform an die Form der erhaltenen Objektteile angeglichen werden muss. ",CGC619,,,,,Q7|Q8,,,,
BD119A,,3,Q2,Retusche,Kolorieren|Färben,,"Methode zur farbigen Nachfassung ergänzter Bereiche um sie, im Vergleich zum originalen Material, weniger stark in den Vordergrund treten zu lassen. In der Regel werden die Ergänzungen im gleichen Farbton, aber eine Nuance heller als das original Material, eingefärbt.  ",CGC619,,,,,Q7|Q8,,,,
D865C3,,2,Q2,Rerestaurierung,Überarbeitung,,"Sammelbegriff für Methoden, die bereits durchgeführte Maßnahmen (Altrestaurierungen/-Konservierungen) aber auch temporäre Stabilisierungen z.B. für die Bergung im Feld oder den Transport in die Werkstatt, überarbeiten bzw. entfernen. Dies kann der Fall sein, wenn z.B. verwendete Materialien im Laufe der Zeit selbst von Abbauprozessen negativ beeinflusst wurden oder ehemals angewandte Methoden/Materialien nicht mehr dem aktuellen Zeitgeist der Restaurierungsethik entsprechend.",C79561,,,,,Q7|Q8,,,,
C364G1,,1,Q3,[Konservierungs- und Restaurierungsmaterialien],,restorationmaterial@en|conservationmaterial@en,strukturierender Sammelbegriff für sämtliche zur Konservierung und/oder Restaurierung eines Objektes verwendeter (Verbrauchs-)Materialien,CFGDA3,,,,,Q7|Q8,http://www.wikidata.org/entity/Q214609| http://terminology.lido-schema.org/lido00132,,,
C421BF,,2,Q2,Lösungsmittel,Lösemittel,solvent@en,,C364G1,,,,,Q7|Q8,,,,
G34563,,3,Q2,Benzin,,,,C421BF,,,,,Q7|Q8,,,,
DFD1B7,,3,Q2,Wasser,,,,C421BF,,,,,Q7|Q8,,,,
CA3B92,,4,Q2,Leitungswasser,,,,DFD1B7,,,,,Q7|Q8,,,,
B6C1A7,,4,Q2,Destilliertes Wasser,,,"Wasser, bei dem durch Erhitzen und Rekondensieren des Dampfes nahezu alle gelösten Mineralien, Salze und Verunreinigungen entfernt wurden. ",DFD1B7,,,,,Q7|Q8,,,,
BBF7BG,,4,Q2,Demineralisiertes Wasser ,Deionisiertes Wasser| vollentsalztes Wasser,,"Wasser, aus dem die meisten gelösten Mineralien entfernt wurden. Dies kann durch verschiedene Methoden erreicht werden. Je nach Grad der Reinheit wird demineralisiertes Wasser aus deionisiertes oder vollentsalztes Wasser genannt. Diese Produkte werden durch Entfernen von Kationen und Anionen mit Hilfe von Ionenaustauscherharzen gewonnen und unterscheiden sich von destilliertem Wasser durch möglicherweise im Wasser verbliebene apolare oder organische Stoffe  ",DFD1B7,,,,,Q7|Q8,,,,
,,,,,,,,,,,,,,,,,
D72F3A,,3,Q2,Aceton,,,,C421BF,,,,,Q7|Q8,,,,
BBA28A,,3,Q2,Ethanol,Spiritus,,,C421BF,,,,,Q7|Q8,,,,
B77A8F,,3,Q2,Ethylacetat,,,,C421BF,,,,,Q7|Q8,,,,
D627B2,,3,Q2,Toloul,,,,C421BF,,,,,Q7|Q8,,,,
GGD87G,,3,Q2,Coloradol,,,,C421BF,,,,,Q7|Q8,,,,
AFC696,,3,Q2,Methyl-Ethyl-Keton,,,,C421BF,,,,,Q7|Q8,,,,
G46243,,3,Q2,Propylacetat,,,,C421BF,,,,,Q7|Q8,,,,
D347D6,,3,Q2,Terpentin,,,,C421BF,,,,,Q7|Q8,,,,
F87124,,2,Q2,Komplexbildner,,,,C364G1,,,,,Q7|Q8,,,,
D9F9D8,,3,Q2,Ethylendiamintetraessigsäure,ETDA,,,F87124,,,,,Q7|Q8,,,,
F49B77,,3,Q2,Thioharnstoff,,,,F87124,,,,,Q7|Q8,,,,
ACFF37,,2,Q2,Korrosionsinhibitor,,,,C364G1,,,,,Q7|Q8,,,,
B6B615,,3,Q2,Benzotriazol,BTA,,,ACFF37,,,,,Q7|Q8,,,,
BADDA1,,3,Q2,Tannin,,,,ACFF37,,,,,Q7|Q8,,,,
A75619,,3,Q2,Natriumnitrit,,,,ACFF37,,,,,Q7|Q8,,,,
F845F7,,3,Q2,Diethanolamin,,,,ACFF37,,,,,Q7|Q8,,,,
B3FCA1,,2,Q2,Reduktionsmittel,,reducing agent@en,"chemische Substanz, die in der Restaurierung eingesetzt wird um Oxidation von Metallen zu reduzieren, Korrosionsprodukte zu entfernen und die ursprüngliche Erscheinung von Objekten wiederherzustellen. Die Substanz fungiert dabei als Eletronendonator (gibt Elektronen ab) und kann somit andere Substanzen reduzieren (Redoxreaktion).",C364G1,,,,https://www.wikidata.org/wiki/Q216830,Q7|Q8,http://vocab.getty.edu/page/aat/300380032,,,
D4A6D1,,3,Q2,Natriumborhydrid,NaBH4,,,B3FCA1,,,,,,,,,
FCA8C9,,3,Q2,Natriumthiosulfat,,,,B3FCA1,,,,,,,,,
CB3941,,3,Q2,Natriumdithionit,,,,B3FCA1,,,,,,,,,
B614CD,,3,Q2,Natriumsulfit,,,,B3FCA1,,,,,,,,,
A2B746,,2,Q2,Base,,alkaline solution@en|base@en,"chemische Substanz, die in wässriger Lösung ein Proton aufnehmen oder ein freies Elektronenpaar abspalten kann. In der Restaurierung wird sie zur Reinigung, Stabilisierung und Konservierung von Objekten verwendet.",C364G1,,,,https://www.wikidata.org/wiki/Q11193,Q7|Q8,http://vocab.getty.edu/page/aat/300237910|https://cameo.mfa.org/wiki/Alkali,,,
AA8A54,,3,Q2,Thiosulfat,,,,A2B746,,,,,Q7|Q8,,,,
A5D92A,,3,Q2,Ammoniak,,,,A2B746,,,,,Q7|Q8,,,,
GG3G4B,,3,Q2,Natriumhydroxid,NaOH,,,A2B746,,,,,Q7|Q8,,,,
CB2D46,,3,Q2,Natriumcarbonat,Na2CO3,,,A2B746,,,,,,,,,
FGF575,,2,Q2,Säure,,acidic detergent@en|acid@en,"chemische Substanz, die in wässriger Lösung Protonen aus ihrer Wasserstoffverbindung abspalten oder ein freies Elektronenpaar aufnehmen kann. In der Restaurierung werden Säuren zur Reinigung, Entfernung von Korrosionsprodukten und Verkrustungen, sowie zur Stabilisierung und Konservierung verwendet.",C364G1,,,,https://www.wikidata.org/wiki/Q11158,Q7|Q8,http://vocab.getty.edu/page/aat/300011752|https://cameo.mfa.org/wiki/Acid,,,
F54686,,3,Q2,Ascorbinsäure,,,,FGF575,,B3FCA1,,,,,,,
D3A484,,3,Q2,Oxalsäure,H2C2O4,,,FGF575,,B3FCA1,,,,,,,
G7BADF,,3,Q2,Thioglykolsäure,,,,FGF575,,B3FCA1,,,,,,,
B7395G,,3,Q2,Schwefelsäure,H2SO4,sulphuric acid@en,,FGF575,,,,,Q7|Q8,,,,
GA33BC,,3,Q2,Salzsäure,,hydrochlorid acid@en,,FGF575,,,,,Q7|Q8,,,,
AA69FB,,3,Q2,Ameisensäure,,formic acid@en,,FGF575,,,,,Q7|Q8,,,,
GBC8AC,,3,Q2,Zitronensäure,,citric acid@en,,FGF575,,,,,Q7|Q8,,,,
B7B8B6,,2,Q2,Adhäsivstoff,Klebemittel|Festigungsmittel| Bindemittel,,"Sammelbegriff für Materialien, die die Fähigkeit haben, andere Materialien durch Adhäsion (Haftung) zu verbinden. Adhäsivstoffe können sowohl in der Funktion des Klebens, des Festigens oder des Ergänzens als auch als schützender Überzug verwendet werden.",C364G1,,,,,,,,,
A1D125,,3,Q2,synthetisches Polymer,,,,D769C3,,,,,Q7|Q8,,,,
CD13GA,,4,Q2,Cyclododecan,,,,A1D125,,,,,Q7|Q8,,,,
AF31AG,,4,Q2,Epoxidharz,,,,A1D125,,,,,Q7|Q8,,,,
GFD582,,4,Q2,Acrylharz,,,,A1D125,,,,,Q7|Q8,,,,
D9F783,,4,Q2,Cyanacrylat,,cyanacrylate@en,,A1D125,,,,,Q7|Q8,,,,
B572B5,,4,Q2,Polyvinylbutyral,,,,A1D125,,,,,Q7|Q8,,,,
DF5773,,4,Q2,Polyvinylacetat,,,,A1D125,,,,,Q7|Q16|Q8,,,,
C838C1,,4,Q2,Polyvinylalkohol,,,,A1D125,,,,,Q7|Q17|Q8,,,,
D41661,,4,Q2,Cellulosederivat,,,,A1D125,,,,,Q7|Q8,,,,
A44D5F,,5,Q2,Celluloseether,,,,D41661,,,,,Q7|Q8,,,,
F84988,,6,Q2,Methylcellulose,,,,A44D5F,,,,,,,,,
GC6999,,5,Q2,Cellulosenitrat,,,,D41661,,,,,Q7|Q8,,,,
A9A929,,5,Q2,Celluloseesther,,cellulose esther@en,,D41661,,,,,Q7|Q8,,,,
F89522,,4,Q2,Polyethylenglycol,PEG,,,A1D125,,,,,Q7|Q16|Q8,,,,
DF633G,,4,Q2,Melaminharz,,,,A1D125,,,,,Q7|Q16|Q8,,,,
F8A93F,,4,Q2,Polyesterharz,,,,A1D125,,,,,Q7|Q17|Q8,,,,
A3G356,,4,Q2,Polyurethan,,,,A1D125,,,,,Q7|Q16|Q8,,,,
C4D888,,4,Q2,Triethylenglycol,,,,A1D125,,,,,Q7|Q8,,,,
AG2965,,3,Q2,biogenes Polymer,Naturharz| natürliches Polymer,,"Oberbegriff für Materialien, die aus natürlichen Quellen stammen, leicht bis garnicht synthetisch modifiziert wurden und vielseitig einsetzbar sind. Diese Stoffe wurden vor allem in den Anfängen der Restaurierungsgeschichte, bevor synthetische Polymere in breiter Bandbreite zur Verfügung standen, häufig zum Kleben und Stabilisieren von Objekten eingesetzt. In der modernen Restaurierung spielen sie eher eine untergeordnete Rollen, finden jedoch nach wie vor vereinzelt Verwendung.",D769C3,,,,,Q7|Q8,,,,
C176FC,,4,Q2,Schellack,,,,AG2965,,,,,Q7|Q8,,,,
GD86C1,,5,Q2,Proteinleim,,,,C176FC,,,,,,,,,
FA91B1,,6,Q2,Glutinleim,Kollagen,,,GD86C1,,,,,,,,,
F5BDAB,,6,Q2,Kaseinleim,,,,GD86C1,,,,,,,,,
BA71DA,,5,Q2,Stärke,,,,C176FC,,,,,,,,,
C4AG61,,5,Q2,Cellulose,,,,C176FC,,,,,,,,,
C143C4,,5,Q2,Dextrinleim,,,,C176FC,,,,,,,,,
G379BF,,5,Q2,Gummiarabicum,,,,C176FC,,,,,,,,,
A4CDG9,,5,Q2,Kolophonium,,,,C176FC,,,,,,,,,
GC7994,,5,Q2,Kanadabalsam,,,,C176FC,,,,,,,,,
D769C3,,5,Q2,Dammarharz,,,,C176FC,,,,,,,,,
B2F4F2,,5,Q2,Mastix,,,,C176FC,,,,,,,,,
D2G12A,,5,Q2,Naturkautschuk,Latex,,,C364G1,,,,,Q7|Q8,,,,
BA1BB6,,6,Q2,Revultex,,,,D2G12A,,,,,,,,,
A15F83,,6,Q2,Givul,,,,D2G12A,,,,,,,,,
FBFFF5,,2,Q2,Abform- und Ergänzungsmaterial,Abformmaterial| Ergänzungsmaterial,,,C364G1,,DG8FG3,,,,,,,
A44BG6,,3,Q2,Silikonkautschuk,,silicone rubber@en,,FBFFF5,,,,,Q7|Q8,,,,
DA841D,,4,Q2,additionsvernetzender Silikonkautschuk,,Addition-curing silicone rubber@en,,A44BG6,,,,,Q7|Q8,,,,
GD9CA3,,4,Q2,kondensationsvernetzender Silikonkautschuk,,Condensation-curing silicone rubber@en,,A44BG6,,,,,Q7|Q8,,,,
C5G53A,,3,Q2,Dentalsilikon,,,,FBFFF5,,,,,,,,,
D7A4BC,,3,Q2,Fett,,,,FBFFF5,,,,,Q7|Q17|Q8,,,,
D81175,,4,Q2,Vaseline,,,,D7A4BC,,,,,Q7|Q8,,,,
AF1328,,4,Q2,Stearin,,,,D7A4BC,,,,,Q7|Q8,,,,
DG8FG3,,3,Q2,Modelliermasse,,,,FBFFF5,,,,,Q7|Q8,,,,
CB4G84,,4,Q2,Wachs,,wax@en,,DG8FG3,,,,,Q7|Q8,,,,
A8245D,,4,Q2,Ton,,,,DG8FG3,,,,,Q7|Q17|Q8,,,,
A2B583,,4,Q2,Plastilin,,,,DG8FG3,,,,,Q7|Q17|Q8,,,,
GD5FG6,,4,Q2,Gips,,,,DG8FG3,,,,,Q7|Q17|Q8,,,,
BGGCA4,,2,Q2,Verstärkungsfaser,,reinforcing fiber@en,,C364G1,,,,,Q7|Q8,,,,
F61BGA,,3,Q2,Glasfasergewebe,Glasfaser,glass fibre fabric@en,,BGGCA4,,,,,Q7|Q8,,,,
A8272G,,3,Q2,Japanpapier,,japanese paper@en,,BGGCA4,,,,,Q7|Q8,,,,
CD477D,,3,Q2,Kohlefaser,Carbonfaser|Kohlenstofffaser,carbon fibre@en,,BGGCA4,,,,,Q7|Q8,,,,
FGBB8G,,3,Q2,Naturseide,,,,BGGCA4,,,,,Q7|Q8,,,,
GF1639,,3,Q2,Goldschlägerhaut,,goldbeater skin@en,,BGGCA4,,,,,Q7|Q8,,,,
BB78D2,,2,Q2,Füllstoff,,filler@en| bulking agent@en,,C364G1,,,,,Q7|Q8,,,,
B9D357,,3,Q2,Hohlglaskügelchen,,hollow glass balls@en,,BB78D2,,,,,Q7|Q8,,,,
FC6F82,,3,Q2,Graphit,,graphite@en,,BB78D2,,,,,Q7|Q8,,,,
C1BBFB,,3,Q2,Metallpulver,,metal powder@en,,BB78D2,,,,,Q7|Q8,,,,
BFB3B9,,3,Q2,Talkum,,talcum powder@en,,BB78D2,,,,,Q7|Q17|Q8,,,,
DA86F8,,3,Q2,Pyrogenes Siliziumdioxid,pyrogene Kieselsäure| Aerosil,fumed silica@en,,BB78D2,BB78D2,,,,Q7|Q17|Q8,,,,
A17G33,,3,Q2,Holzmehl,,,,BB78D2,BB78D2,,,,Q7|Q8,,,,
CCCC7G,,2,Q2,Öl,,,,C364G1,,,,,Q7|Q17|Q8,,,,
G44C1A,,3,Q2,Leinöl,,,,CCCC7G,,,,,Q7|Q8,,,,
AFD671,,2,Q2,farbgebendes Material,,,,C364G1,,,,,,,,,
F64B9C,,3,Q2,Pigment,,,,AFD671,,,,,Q7|Q17|Q8,,,,
G5733B,,3,Q2,Dispersionsfarbe,,,,AFD671,,,,,,,,,
G5G1DC,,3,Q2,Ölfarbe,,,,AFD671,,,,,,,,,
F49579,,3,Q2,Blattgold,,,,AFD671,,,,,,,,,
C1G6C8,,3,Q2,Blattsilber,,,,AFD671,,,,,,,,,
ADD53A,,2,Q2,Strahlgut,,,,C364G1,,,,,Q7|Q8,,,,
DF9GCF,,3,Q2,Edelkorund,,,,ADD53A,,,,,Q7|Q8,,,,
FGB66B,,3,Q2,Glasperlen,,,,ADD53A,,,,,Q7|Q8,,,,
B71F12,,3,Q2,Walnussschalenganulat,,,,ADD53A,,,,,Q7|Q8,,,,
D9G356,,2,Q2,Lager- und Verpackungsmaterial,,,,C364G1,,,,,,,,,
DD3858,,3,Q2,Acrylglas,Plexiglas,acrylic glass,,B2F4F2,,,,,Q7|Q8,,,,
CBBF13,,3,Q2,Styrodur,,,extrudiertes Polystyrol ,B2F4F2,,,,,Q7|Q8,,,,
CCB66C,,3,Q2,Styropor,,,,B2F4F2,,,,,Q7|Q8,,,,
BB8D78,,3,Q2,Polycarbonat,,,,B2F4F2,,,,,Q7|Q8,,,,
F91427,,3,Q2,Polyethylen-Schaum,Ethafoam| Plastazote,,,B2F4F2,,,,,Q7|Q8,,,,
A33F4B,,3,Q2,Seidenpapier,,,,B2F4F2,,,,,Q7|Q8,,,,
DAG754,,3,Q2,Kartonage,,,,B2F4F2,,,,,Q7|Q8,,,,
F432G4,,3,Q2,Tyvek,,,,B2F4F2,,,,,Q7|Q8,,,,
C93638,,1,Q3,[Werkzeuge],,,,CFGDA3,,,,,Q7|Q8,http://www.wikidata.org/entity/Q39546,,,
GF9C49,,2,Q3,[technische Geräte],,,,C93638,,,,,Q7|Q8,,,,
G487C2,,3,Q2,Feinstrahlgerät,Mikrostrahlgerät,,,GF9C49,,,,,Q7|Q8,,,,
D8G747,,3,Q2,Mikromotor,,,,GF9C49,,,,,Q7|Q8,,,,
C4C6B6,,3,Q2,Schleifkörper,,,,GF9C49,,,,,Q7|Q8,,,,
ABF57G,,4,Q2,Diamantschleifkörper,,diamand grinding wheel@en,,C4C6B6,,,,,Q7|Q8,,,,
A97F31,,4,Q2,Gummischleifkörper,Gummipolierer,rubber abrasives@en|rubber polisher@en,,C4C6B6,,,,,Q7|Q8,,,,
CDF423,,4,Q2,Metallfräser,,metal cutter@en,,C4C6B6,,,,,Q7|Q8,,,,
A22C84,,4,Q2,Korundschleifkörper,,,,C4C6B6,,,,,Q7|Q8,,,,
C5A318,,3,Q2,Ultraschallgerät,,,,GF9C49,,,,,Q7|Q8,,,,
C871CB,,3,Q2,Ultraschallfeinmeißel,,,,GF9C49,,,,,Q7|Q8,,,,
BBB987,,3,Q2,Absauganlage,,,,GF9C49,,,,,Q7|Q8,,,,
C2112G,,3,Q2,Gefriertrocknungsanlage,,,,GF9C49,,,,,Q7|Q8,,,,
DAC482,,3,Q2,Lötvorrichtung,,,,GF9C49,,,,,Q7|Q8,,,,
D7GGGG,,3,Q2,Wärmeschrank,Wärmekammer,,,GF9C49,,,,,Q7|Q16|Q8,,,,
F8323G,,3,Q2,industrielle Mikrowellenkammer,Mikrowelle,,,GF9C49,,,,,Q7|Q16|Q8,,,,
C99F9G,,3,Q2,Plasmaanlage,,,,GF9C49,,,,,Q7|Q16|Q8,,,,
A4G4G1,,3,Q2,Heißluftföhn,,,,GF9C49,,,,,Q7|Q8,,,,
C9G1B6,,3,Q2,Airbrush-System,,,,GF9C49,,,,,Q7|Q8,,,,
FG9C55,,3,Q2,Exsikkator,,,,GF9C49,,,,,Q7|Q8,,,,
D941BB,,2,Q3,[manuelle Werkzeuge],,,,C93638,,,,,Q7|Q8,,,,
CC2BBB,,3,Q2,Pinsel,,,,D941BB,,,,,Q7|Q8,,,,
C4569A,,3,Q2,Bürste,,brush@en,,D941BB,,,,,Q7|Q8,,,,
D84847,,3,Q2,Wattestäbchen,,cotton swab@en,,D941BB,,,,,Q7|Q8,,,,
GG75C3,,3,Q2,Wattepads,,,,D941BB,,,,,,,,,
D11BD4,,3,Q2,Gaze,,,,D941BB,,,,,,,,,
D1A63D,,3,Q2,Putzholz,,cleaning wood stick@en,,D941BB,,,,,Q7|Q8,,,,
F91CBB,,3,Q2,Radiergummi,,eraser@en,,D941BB,,,,,Q7|Q8,,,,
B28GC7,,3,Q2,Zellstoff,,,,D941BB,,,,,Q7|Q8,,,,
AA4F93,,3,Q2,Textil,,textile@en,,D941BB,,,,,Q7|Q8,,,,
A341F9,,3,Q2,Schwamm,,sponge@en,,D941BB,,,,,Q7|Q8,,,,
F71C33,,3,Q2,Skalpell,,scalpel@en,,D941BB,,,,,Q7|Q8,,,,
D1C67A,,3,Q2,Metallschaber,Dreikantschaber,metal scraper@en,,D941BB,,,,,Q7|Q8,,,,
ACB46G,,3,Q2,Stachelschweinborste,,porcupine bristle@en,,D941BB,,,,,Q7|Q8,,,,
F19194,,3,Q2,Nadel,,,,D941BB,,,,,,,,,
F18C56,,3,Q2,Holzschaber,,wood scraper@en,,D941BB,,,,,Q7|Q8,,,,
G33846,,3,Q2,Acrylglasschaber,Plexiglasschaber,acrylic scraper@en,,D941BB,,,,,Q7|Q8,,,,
C3A182,,1,Q2,Nachbildung für wissenschaftliche Zwecke,Nachbilden|Kopieren,,Methoden zur Erstellung aussagekräftiger Vergleichsstücke zu wissenschaftlichem Zweck,CFGDA3,,,,,Q7|Q8,,,,
G79CAC,,2,Q3,[Vorgehensweise],,,"strukturierender Sammelbegriff für verschiedene Methoden, die zur Herstellung von wissenschaftlichen Vergleichsstücken angewandt werden können ",C3A182,,,,,Q7|Q8,,,,
